,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,neutral_location,home_team_code,away_team_code
3745,44.0,20.0,0.0,0.0,0.0,169.0,157.0
3746,8.0,49.0,0.0,0.0,0.0,174.0,12.0
3747,62.0,46.0,0.0,0.0,0.0,188.0,89.0
3748,32.0,31.0,0.0,0.0,0.0,192.0,48.0
3749,16.0,23.0,0.0,0.0,0.0,198.0,86.0
3750,105.0,96.0,0.0,0.0,0.0,207.0,9.0
3751,52.0,12.0,0.0,0.0,0.0,96.0,124.0
3752,35.0,110.0,0.0,0.0,0.0,40.0,205.0
3753,43.0,24.0,0.0,0.0,0.0,149.0,202.0
3754,3.0,2.0,0.0,0.0,0.0,8.0,27.0
3755,49.0,78.0,0.0,0.0,0.0,12.0,25.0
3756,114.0,82.0,0.0,0.0,0.0,13.0,140.0
3757,87.0,26.0,0.0,0.0,0.0,18.0,151.0
3758,30.0,39.0,0.0,0.0,0.0,19.0,162.0
3759,50.0,18.0,0.0,0.0,0.0,30.0,55.0
3760,6.0,47.0,0.0,0.0,0.0,43.0,59.0
3761,31.0,16.0,0.0,0.0,0.0,48.0,198.0
3762,74.0,9.0,0.0,0.0,0.0,52.0,152.0
3763,7.0,133.0,0.0,0.0,0.0,53.0,121.0
3764,15.0,86.0,0.0,0.0,0.0,62.0,1.0
3765,122.0,20.0,0.0,0.0,0.0,68.0,157.0
3766,55.0,56.0,0.0,0.0,0.0,70.0,78.0
3767,72.0,95.0,0.0,0.0,0.0,74.0,113.0
3768,23.0,52.0,0.0,0.0,0.0,86.0,96.0
3769,54.0,14.0,0.0,0.0,0.0,88.0,156.0
3770,151.0,8.0,0.0,0.0,0.0,112.0,174.0
3771,144.0,60.0,0.0,0.0,0.0,114.0,182.0
3772,12.0,32.0,0.0,0.0,0.0,124.0,192.0
3773,10.0,80.0,0.0,0.0,0.0,134.0,65.0
3774,107.0,57.0,0.0,0.0,0.0,141.0,90.0
3775,21.0,105.0,0.0,0.0,0.0,142.0,207.0
3776,11.0,79.0,0.0,0.0,0.0,148.0,24.0
3777,159.0,17.0,0.0,0.0,0.0,160.0,49.0
3778,40.0,103.0,0.0,0.0,0.0,168.0,125.0
3779,33.0,19.0,0.0,0.0,0.0,194.0,181.0
3780,48.0,96.0,0.0,0.0,0.0,200.0,9.0
3781,117.0,62.0,0.0,0.0,0.0,15.0,188.0
3782,69.0,46.0,0.0,0.0,0.0,93.0,89.0
3783,88.0,63.0,0.0,0.0,0.0,154.0,41.0
3784,67.0,91.0,0.0,0.0,0.0,203.0,143.0
3785,46.0,117.0,0.0,0.0,0.0,89.0,15.0
3786,91.0,64.0,0.0,0.0,0.0,143.0,201.0
3787,63.0,67.0,0.0,0.0,0.0,41.0,203.0
3788,62.0,36.0,0.0,0.0,0.0,188.0,161.0
3789,53.0,65.0,0.0,0.0,0.0,5.0,210.0
3790,112.0,35.0,0.0,0.0,0.0,15.0,161.0
3791,91.0,83.0,0.0,0.0,0.0,143.0,154.0
3792,63.0,72.0,0.0,0.0,0.0,188.0,93.0
3793,65.0,66.0,0.0,0.0,0.0,203.0,201.0
3794,66.0,60.0,0.0,0.0,0.0,201.0,41.0
3795,72.0,112.0,0.0,0.0,0.0,93.0,15.0
3796,83.0,65.0,0.0,0.0,0.0,154.0,203.0
3797,35.0,38.0,0.0,0.0,0.0,161.0,89.0
3798,67.0,55.0,0.0,0.0,0.0,210.0,5.0
3799,83.0,66.0,0.0,0.0,0.0,154.0,201.0
3800,38.0,63.0,0.0,0.0,0.0,89.0,188.0
3801,72.0,35.0,0.0,0.0,1.0,93.0,161.0
3802,96.0,23.0,0.0,0.0,0.0,9.0,142.0
3803,78.0,46.0,0.0,0.0,0.0,24.0,59.0
3804,16.0,26.0,0.0,0.0,0.0,49.0,19.0
3805,14.0,48.0,0.0,0.0,0.0,53.0,30.0
3806,18.0,53.0,0.0,0.0,0.0,55.0,90.0
3807,9.0,61.0,0.0,0.0,0.0,62.0,78.0
3808,12.0,52.0,0.0,0.0,0.0,75.0,70.0
3809,22.0,79.0,0.0,0.0,0.0,155.0,52.0
3810,4.0,64.0,0.0,0.0,0.0,95.0,88.0
3811,132.0,97.0,0.0,0.0,0.0,121.0,141.0
3812,100.0,34.0,0.0,0.0,0.0,125.0,194.0
3813,8.0,144.0,0.0,0.0,0.0,134.0,4.0
3814,27.0,33.0,0.0,0.0,0.0,151.0,200.0
3815,5.0,81.0,0.0,0.0,0.0,152.0,65.0
3816,15.0,59.0,0.0,0.0,0.0,156.0,74.0
3817,24.0,56.0,0.0,0.0,0.0,157.0,182.0
3818,49.0,94.0,0.0,0.0,0.0,162.0,107.0
3819,31.0,118.0,0.0,0.0,0.0,169.0,68.0
3820,104.0,44.0,0.0,0.0,0.0,205.0,149.0
3821,105.0,82.0,0.0,0.0,0.0,207.0,18.0
3822,76.0,150.0,0.0,0.0,0.0,25.0,112.0
3823,2.0,37.0,0.0,0.0,0.0,27.0,40.0
3824,60.0,91.0,0.0,0.0,0.0,41.0,143.0
3825,29.0,10.0,0.0,0.0,0.0,48.0,124.0
3826,20.0,36.0,0.0,0.0,0.0,86.0,192.0
3827,80.0,42.0,0.0,0.0,0.0,140.0,168.0
3828,11.0,3.0,0.0,0.0,0.0,148.0,8.0
3829,17.0,113.0,0.0,0.0,0.0,181.0,13.0
3830,21.0,7.0,0.0,0.0,0.0,202.0,43.0
3831,19.0,54.0,0.0,0.0,0.0,198.0,96.0
3832,38.0,72.0,0.0,0.0,0.0,89.0,93.0
3833,60.0,83.0,0.0,0.0,0.0,41.0,154.0
3834,91.0,65.0,0.0,0.0,0.0,143.0,203.0
3835,63.0,112.0,0.0,0.0,0.0,188.0,15.0
3836,58.0,92.0,0.0,0.0,0.0,201.0,143.0
3837,68.0,55.0,0.0,0.0,0.0,203.0,41.0
3838,114.0,35.0,0.0,0.0,0.0,15.0,89.0
3839,30.0,64.0,0.0,0.0,0.0,161.0,188.0
3840,35.0,58.0,0.0,0.0,0.0,89.0,201.0
3841,50.0,53.0,0.0,0.0,0.0,94.0,12.0
3842,58.0,35.0,0.0,0.0,0.0,201.0,89.0
3843,158.0,185.0,0.0,0.0,1.0,21.0,83.0
3844,117.0,174.0,0.0,0.0,0.0,120.0,122.0
3845,158.0,174.0,0.0,0.0,1.0,21.0,122.0
3846,117.0,185.0,0.0,0.0,0.0,120.0,83.0
3847,81.0,2.0,0.0,0.0,0.0,24.0,27.0
3848,162.0,156.0,0.0,0.0,1.0,33.0,73.0
3849,8.0,37.0,0.0,0.0,0.0,43.0,40.0
3850,39.0,23.0,0.0,0.0,0.0,59.0,202.0
3851,185.0,174.0,0.0,0.0,1.0,83.0,122.0
3852,117.0,158.0,0.0,0.0,0.0,120.0,21.0
3853,3.0,45.0,0.0,0.0,0.0,8.0,149.0
3854,89.0,13.0,0.0,0.0,0.0,205.0,148.0
3855,117.0,156.0,0.0,0.0,0.0,120.0,73.0
3856,53.0,34.0,0.0,0.0,0.0,12.0,194.0
3857,33.0,10.0,0.0,0.0,0.0,19.0,53.0
3858,20.0,35.0,0.0,0.0,0.0,155.0,89.0
3859,27.0,15.0,0.0,0.0,0.0,169.0,156.0
3860,44.0,14.0,0.0,0.0,0.0,200.0,75.0
3861,52.0,29.0,0.0,0.0,0.0,96.0,48.0
3862,117.0,185.0,0.0,0.0,0.0,120.0,83.0
3863,11.0,24.0,0.0,0.0,0.0,124.0,86.0
3864,31.0,19.0,0.0,0.0,0.0,192.0,198.0
3865,2.0,89.0,0.0,0.0,0.0,27.0,205.0
3866,37.0,39.0,0.0,0.0,0.0,40.0,59.0
3867,10.0,33.0,0.0,0.0,0.0,53.0,19.0
3868,14.0,44.0,0.0,0.0,0.0,75.0,200.0
3869,13.0,8.0,0.0,0.0,0.0,148.0,43.0
3870,45.0,81.0,0.0,0.0,0.0,149.0,24.0
3871,15.0,27.0,0.0,0.0,0.0,156.0,169.0
3872,34.0,53.0,0.0,0.0,0.0,194.0,12.0
3873,23.0,3.0,0.0,0.0,0.0,202.0,8.0
3874,35.0,20.0,0.0,0.0,0.0,89.0,155.0
3875,48.0,23.0,0.0,0.0,0.0,11.0,202.0
3876,24.0,50.0,0.0,0.0,0.0,202.0,11.0
3877,142.0,197.0,0.0,0.0,0.0,158.0,171.0
3878,136.0,149.0,0.0,0.0,1.0,32.0,187.0
3879,116.0,193.0,0.0,0.0,1.0,199.0,56.0
3880,105.0,171.0,0.0,0.0,1.0,100.0,64.0
3881,136.0,193.0,0.0,0.0,1.0,32.0,56.0
3882,116.0,149.0,0.0,0.0,1.0,199.0,187.0
3883,105.0,197.0,0.0,0.0,1.0,100.0,171.0
3884,142.0,171.0,0.0,0.0,0.0,158.0,64.0
3885,149.0,193.0,0.0,0.0,1.0,187.0,56.0
3886,171.0,197.0,0.0,0.0,1.0,64.0,171.0
3887,116.0,136.0,0.0,0.0,1.0,199.0,32.0
3888,142.0,105.0,0.0,0.0,0.0,158.0,100.0
3889,105.0,171.0,0.0,0.0,1.0,100.0,64.0
3890,142.0,116.0,0.0,0.0,0.0,158.0,199.0
3891,144.0,155.0,0.0,0.0,0.0,158.0,67.0
3892,104.0,155.0,0.0,0.0,1.0,100.0,67.0
3893,110.0,46.0,0.0,0.0,0.0,15.0,70.0
3894,96.0,89.0,0.0,0.0,1.0,1.0,140.0
3895,96.0,46.0,0.0,0.0,1.0,1.0,70.0
3896,110.0,89.0,0.0,0.0,0.0,15.0,140.0
3897,110.0,96.0,0.0,0.0,0.0,15.0,1.0
3898,46.0,89.0,0.0,0.0,1.0,70.0,140.0
3899,32.0,76.0,0.0,0.0,0.0,161.0,104.0
3900,80.0,110.0,0.0,0.0,1.0,154.0,15.0
3901,60.0,90.0,0.0,0.0,1.0,201.0,143.0
3902,82.0,93.0,0.0,0.0,1.0,85.0,36.0
3903,86.0,9.0,0.0,0.0,1.0,61.0,124.0
3904,76.0,90.0,0.0,0.0,1.0,104.0,143.0
3905,108.0,73.0,0.0,0.0,0.0,120.0,110.0
3906,24.0,42.0,0.0,0.0,0.0,198.0,102.0
3907,37.0,77.0,0.0,0.0,1.0,35.0,46.0
3908,30.0,34.0,0.0,0.0,1.0,48.0,192.0
3909,38.0,82.0,0.0,0.0,1.0,59.0,85.0
3910,41.0,68.0,0.0,0.0,1.0,60.0,163.0
3911,32.0,110.0,0.0,0.0,0.0,161.0,15.0
3912,33.0,78.0,0.0,0.0,1.0,172.0,31.0
3913,60.0,80.0,0.0,0.0,1.0,201.0,154.0
3914,74.0,40.0,0.0,0.0,1.0,2.0,139.0
3915,9.0,59.0,0.0,0.0,1.0,124.0,81.0
3916,36.0,61.0,0.0,0.0,1.0,129.0,76.0
3917,69.0,44.0,0.0,0.0,1.0,190.0,54.0
3918,24.0,75.0,0.0,0.0,0.0,198.0,50.0
3919,63.0,28.0,0.0,0.0,1.0,209.0,193.0
3920,93.0,38.0,0.0,0.0,1.0,36.0,59.0
3921,76.0,110.0,0.0,0.0,1.0,104.0,15.0
3922,59.0,86.0,0.0,0.0,1.0,81.0,61.0
3923,42.0,75.0,0.0,0.0,1.0,102.0,50.0
3924,108.0,40.0,0.0,0.0,0.0,120.0,139.0
3925,33.0,61.0,0.0,0.0,1.0,172.0,76.0
3926,90.0,80.0,0.0,0.0,1.0,143.0,154.0
3927,32.0,60.0,0.0,0.0,0.0,161.0,201.0
3928,37.0,44.0,0.0,0.0,1.0,35.0,54.0
3929,41.0,28.0,0.0,0.0,1.0,60.0,193.0
3930,73.0,74.0,0.0,0.0,1.0,110.0,2.0
3931,78.0,36.0,0.0,0.0,1.0,31.0,129.0
3932,77.0,69.0,0.0,0.0,1.0,46.0,190.0
3933,30.0,82.0,0.0,0.0,1.0,48.0,85.0
3934,68.0,63.0,0.0,0.0,1.0,163.0,209.0
3935,76.0,80.0,0.0,0.0,1.0,104.0,154.0
3936,9.0,42.0,0.0,0.0,1.0,124.0,102.0
3937,24.0,86.0,0.0,0.0,0.0,198.0,61.0
3938,60.0,110.0,0.0,0.0,1.0,201.0,15.0
3939,32.0,90.0,0.0,0.0,0.0,161.0,143.0
3940,73.0,40.0,0.0,0.0,1.0,110.0,139.0
3941,108.0,74.0,0.0,0.0,0.0,120.0,2.0
3942,37.0,69.0,0.0,0.0,1.0,35.0,190.0
3943,77.0,44.0,0.0,0.0,1.0,46.0,54.0
3944,76.0,60.0,0.0,0.0,1.0,104.0,201.0
3945,78.0,61.0,0.0,0.0,1.0,31.0,76.0
3946,30.0,42.0,0.0,0.0,1.0,48.0,102.0
3947,33.0,36.0,0.0,0.0,1.0,172.0,129.0
3948,24.0,93.0,0.0,0.0,0.0,198.0,36.0
3949,110.0,90.0,0.0,0.0,1.0,15.0,143.0
3950,32.0,80.0,0.0,0.0,0.0,161.0,154.0
3951,41.0,63.0,0.0,0.0,1.0,60.0,209.0
3952,68.0,28.0,0.0,0.0,1.0,163.0,193.0
3953,93.0,42.0,0.0,0.0,1.0,36.0,102.0
3954,24.0,30.0,0.0,0.0,0.0,198.0,48.0
3955,108.0,33.0,0.0,0.0,0.0,120.0,172.0
3956,40.0,61.0,0.0,0.0,1.0,139.0,76.0
3957,37.0,41.0,0.0,0.0,1.0,35.0,60.0
3958,68.0,77.0,0.0,0.0,1.0,163.0,46.0
3959,108.0,37.0,0.0,0.0,0.0,120.0,35.0
3960,40.0,68.0,0.0,0.0,1.0,139.0,163.0
3961,97.0,103.0,0.0,0.0,1.0,113.0,125.0
3962,108.0,40.0,0.0,0.0,0.0,120.0,139.0
3963,131.0,98.0,0.0,0.0,0.0,121.0,98.0
3964,139.0,80.0,0.0,0.0,1.0,101.0,154.0
3965,68.0,37.0,0.0,0.0,1.0,163.0,35.0
3966,62.0,115.0,0.0,0.0,0.0,188.0,167.0
3967,131.0,97.0,0.0,0.0,0.0,121.0,113.0
3968,103.0,98.0,0.0,0.0,1.0,125.0,98.0
3969,79.0,65.0,0.0,0.0,0.0,52.0,182.0
3970,14.0,67.0,0.0,0.0,1.0,53.0,88.0
3971,139.0,115.0,0.0,0.0,1.0,101.0,167.0
3972,27.0,25.0,0.0,0.0,1.0,169.0,86.0
3973,62.0,80.0,0.0,0.0,0.0,188.0,154.0
3974,82.0,15.0,0.0,0.0,0.0,52.0,53.0
3975,96.0,100.0,0.0,0.0,1.0,113.0,98.0
3976,126.0,104.0,0.0,0.0,0.0,121.0,125.0
3977,67.0,68.0,0.0,0.0,1.0,182.0,88.0
3978,79.0,115.0,0.0,0.0,1.0,154.0,167.0
3979,63.0,139.0,0.0,0.0,0.0,188.0,101.0
3980,53.0,28.0,0.0,0.0,1.0,41.0,169.0
3981,79.0,115.0,0.0,0.0,1.0,154.0,167.0
3982,63.0,139.0,0.0,0.0,0.0,188.0,101.0
3983,172.0,173.0,0.0,0.0,0.0,159.0,191.0
3984,201.0,173.0,0.0,0.0,1.0,3.0,191.0
3985,197.0,173.0,0.0,0.0,1.0,147.0,191.0
3986,172.0,201.0,0.0,0.0,0.0,159.0,3.0
3987,124.0,122.0,0.0,0.0,0.0,123.0,116.0
3988,172.0,197.0,0.0,0.0,0.0,159.0,147.0
3989,201.0,197.0,0.0,0.0,1.0,3.0,147.0
3990,143.0,36.0,0.0,0.0,0.0,26.0,172.0
3991,135.0,130.0,0.0,0.0,0.0,109.0,130.0
3992,134.0,104.0,0.0,0.0,0.0,66.0,132.0
3993,33.0,49.0,0.0,0.0,0.0,97.0,168.0
3994,33.0,26.0,0.0,0.0,0.0,97.0,86.0
3995,67.0,134.0,0.0,0.0,0.0,210.0,66.0
3996,122.0,58.0,0.0,0.0,0.0,117.0,5.0
3997,1.0,42.0,0.0,0.0,1.0,71.0,163.0
3998,11.0,34.0,0.0,0.0,1.0,75.0,161.0
3999,15.0,17.0,0.0,0.0,1.0,155.0,35.0
4000,24.0,20.0,0.0,0.0,1.0,202.0,55.0
4001,3.0,27.0,0.0,0.0,1.0,8.0,139.0
4002,12.0,19.0,0.0,0.0,1.0,62.0,181.0
4003,18.0,37.0,0.0,0.0,1.0,148.0,172.0
4004,8.0,25.0,0.0,0.0,1.0,174.0,169.0
4005,2.0,22.0,0.0,0.0,1.0,27.0,194.0
4006,21.0,7.0,0.0,0.0,1.0,49.0,124.0
4007,6.0,36.0,0.0,0.0,1.0,95.0,59.0
4008,50.0,29.0,0.0,0.0,1.0,41.0,48.0
4009,32.0,23.0,0.0,0.0,0.0,97.0,19.0
4010,40.0,38.0,0.0,0.0,0.0,102.0,151.0
4011,11.0,15.0,0.0,0.0,1.0,75.0,155.0
4012,28.0,31.0,0.0,0.0,1.0,157.0,193.0
4013,13.0,5.0,0.0,0.0,1.0,198.0,152.0
4014,17.0,34.0,0.0,0.0,1.0,35.0,161.0
4015,20.0,42.0,0.0,0.0,1.0,55.0,163.0
4016,1.0,24.0,0.0,0.0,1.0,71.0,202.0
4017,3.0,12.0,0.0,0.0,1.0,8.0,62.0
4018,8.0,18.0,0.0,0.0,1.0,174.0,148.0
4019,19.0,27.0,0.0,0.0,1.0,181.0,139.0
4020,2.0,50.0,0.0,0.0,1.0,27.0,41.0
4021,6.0,21.0,0.0,0.0,1.0,95.0,49.0
4022,37.0,25.0,0.0,0.0,1.0,172.0,169.0
4023,29.0,22.0,0.0,0.0,1.0,48.0,194.0
4024,32.0,28.0,0.0,0.0,0.0,97.0,157.0
4025,7.0,36.0,0.0,0.0,1.0,124.0,59.0
4026,40.0,13.0,0.0,0.0,0.0,102.0,198.0
4027,5.0,38.0,0.0,0.0,1.0,152.0,151.0
4028,31.0,23.0,0.0,0.0,1.0,193.0,19.0
4029,17.0,11.0,0.0,0.0,1.0,35.0,75.0
4030,20.0,1.0,0.0,0.0,1.0,55.0,71.0
4031,34.0,15.0,0.0,0.0,1.0,161.0,155.0
4032,42.0,24.0,0.0,0.0,1.0,163.0,202.0
4033,27.0,12.0,0.0,0.0,1.0,139.0,62.0
4034,25.0,18.0,0.0,0.0,1.0,169.0,148.0
4035,37.0,8.0,0.0,0.0,1.0,172.0,174.0
4036,19.0,3.0,0.0,0.0,1.0,181.0,8.0
4037,29.0,2.0,0.0,0.0,1.0,48.0,27.0
4038,36.0,21.0,0.0,0.0,1.0,59.0,49.0
4039,7.0,6.0,0.0,0.0,1.0,124.0,95.0
4040,22.0,50.0,0.0,0.0,1.0,194.0,41.0
4041,23.0,28.0,0.0,0.0,1.0,19.0,157.0
4042,32.0,31.0,0.0,0.0,0.0,97.0,193.0
4043,40.0,5.0,0.0,0.0,0.0,102.0,152.0
4044,38.0,13.0,0.0,0.0,1.0,151.0,198.0
4045,20.0,12.0,0.0,0.0,1.0,55.0,62.0
4046,11.0,18.0,0.0,0.0,1.0,75.0,148.0
4047,8.0,15.0,0.0,0.0,1.0,174.0,155.0
4048,19.0,42.0,0.0,0.0,1.0,181.0,163.0
4049,2.0,23.0,0.0,0.0,1.0,27.0,19.0
4050,7.0,13.0,0.0,0.0,1.0,124.0,198.0
4051,32.0,22.0,0.0,0.0,0.0,97.0,194.0
4052,40.0,6.0,0.0,0.0,0.0,102.0,95.0
4053,12.0,2.0,0.0,0.0,1.0,62.0,27.0
4054,11.0,13.0,0.0,0.0,1.0,75.0,198.0
4055,40.0,8.0,0.0,0.0,0.0,102.0,174.0
4056,42.0,22.0,0.0,0.0,1.0,163.0,194.0
4057,40.0,11.0,0.0,0.0,0.0,102.0,75.0
4058,2.0,22.0,0.0,0.0,1.0,27.0,194.0
4059,40.0,22.0,0.0,0.0,0.0,102.0,194.0
4060,11.0,2.0,0.0,0.0,1.0,75.0,27.0
4061,88.0,130.0,0.0,0.0,0.0,136.0,185.0
4062,180.0,139.0,0.0,0.0,1.0,147.0,170.0
4063,50.0,170.0,0.0,0.0,1.0,11.0,204.0
4064,66.0,126.0,0.0,0.0,0.0,209.0,130.0
4065,88.0,180.0,0.0,0.0,0.0,136.0,147.0
4066,139.0,130.0,0.0,0.0,1.0,170.0,185.0
4067,127.0,170.0,0.0,0.0,1.0,69.0,204.0
4068,88.0,139.0,0.0,0.0,0.0,136.0,170.0
4069,180.0,130.0,0.0,0.0,1.0,147.0,185.0
4070,50.0,127.0,0.0,0.0,1.0,11.0,69.0
4071,50.0,130.0,0.0,0.0,1.0,11.0,185.0
4072,88.0,170.0,0.0,0.0,0.0,136.0,204.0
4073,162.0,135.0,0.0,0.0,0.0,28.0,177.0
4074,88.0,50.0,0.0,0.0,0.0,136.0,11.0
4075,130.0,170.0,0.0,0.0,1.0,185.0,204.0
4076,34.0,119.0,0.0,0.0,0.0,172.0,116.0
4077,109.0,42.0,0.0,0.0,1.0,17.0,192.0
4078,134.0,172.0,0.0,0.0,0.0,176.0,42.0
4079,134.0,109.0,0.0,0.0,0.0,176.0,17.0
4080,186.0,146.0,0.0,0.0,0.0,10.0,180.0
4081,134.0,42.0,0.0,0.0,0.0,176.0,192.0
4082,135.0,162.0,0.0,0.0,0.0,177.0,28.0
4083,114.0,66.0,0.0,0.0,0.0,117.0,209.0
4084,146.0,186.0,0.0,0.0,0.0,180.0,10.0
4085,164.0,198.0,0.0,0.0,0.0,58.0,197.0
4086,164.0,198.0,0.0,0.0,0.0,58.0,197.0
4087,32.0,124.0,0.0,0.0,0.0,172.0,66.0
4088,96.0,33.0,0.0,0.0,1.0,98.0,89.0
4089,95.0,149.0,0.0,0.0,0.0,183.0,145.0
4090,98.0,96.0,0.0,0.0,1.0,108.0,98.0
4091,149.0,60.0,0.0,0.0,1.0,145.0,93.0
4092,33.0,98.0,0.0,0.0,1.0,89.0,108.0
4093,95.0,60.0,0.0,0.0,0.0,183.0,93.0
4094,60.0,33.0,0.0,0.0,1.0,93.0,89.0
4095,95.0,96.0,0.0,0.0,0.0,183.0,98.0
4096,180.0,163.0,0.0,0.0,0.0,122.0,33.0
4097,100.0,43.0,0.0,0.0,0.0,9.0,200.0
4098,62.0,105.0,0.0,0.0,0.0,12.0,125.0
4099,117.0,9.0,0.0,0.0,0.0,13.0,95.0
4100,18.0,58.0,0.0,0.0,0.0,19.0,30.0
4101,77.0,27.0,0.0,0.0,0.0,25.0,156.0
4102,137.0,124.0,0.0,0.0,0.0,26.0,66.0
4103,26.0,78.0,0.0,0.0,0.0,49.0,65.0
4104,83.0,4.0,0.0,0.0,0.0,52.0,71.0
4105,123.0,61.0,0.0,0.0,0.0,68.0,162.0
4106,40.0,89.0,0.0,0.0,0.0,70.0,207.0
4107,107.0,41.0,0.0,0.0,0.0,72.0,129.0
4108,49.0,3.0,0.0,0.0,0.0,78.0,174.0
4109,96.0,60.0,0.0,0.0,1.0,98.0,93.0
4110,97.0,74.0,0.0,0.0,0.0,100.0,190.0
4111,102.0,20.0,0.0,0.0,0.0,107.0,181.0
4112,99.0,5.0,0.0,0.0,0.0,113.0,75.0
4113,108.0,82.0,0.0,0.0,0.0,132.0,2.0
4114,14.0,84.0,0.0,0.0,0.0,134.0,18.0
4115,196.0,134.0,0.0,0.0,0.0,138.0,67.0
4116,35.0,12.0,0.0,0.0,0.0,142.0,55.0
4117,30.0,13.0,0.0,0.0,0.0,157.0,155.0
4118,162.0,37.0,0.0,0.0,0.0,160.0,151.0
4119,34.0,118.0,0.0,0.0,0.0,169.0,121.0
4120,95.0,33.0,0.0,0.0,0.0,183.0,89.0
4121,11.0,45.0,0.0,0.0,0.0,194.0,168.0
4122,114.0,56.0,0.0,0.0,0.0,199.0,76.0
4123,64.0,28.0,0.0,0.0,0.0,5.0,139.0
4124,150.0,146.0,0.0,0.0,0.0,21.0,187.0
4125,101.0,80.0,0.0,0.0,0.0,45.0,31.0
4126,191.0,144.0,0.0,0.0,0.0,63.0,166.0
4127,112.0,81.0,0.0,0.0,0.0,82.0,110.0
4128,48.0,32.0,0.0,0.0,0.0,54.0,172.0
4129,138.0,29.0,0.0,0.0,0.0,109.0,163.0
4130,120.0,79.0,0.0,0.0,0.0,111.0,46.0
4131,151.0,91.0,0.0,0.0,0.0,112.0,140.0
4132,194.0,171.0,0.0,0.0,0.0,165.0,64.0
4133,119.0,66.0,0.0,0.0,0.0,179.0,209.0
4134,65.0,53.0,0.0,0.0,0.0,182.0,74.0
4135,67.0,87.0,0.0,0.0,0.0,210.0,120.0
4136,183.0,129.0,0.0,0.0,0.0,38.0,130.0
4137,96.0,33.0,0.0,0.0,0.0,117.0,172.0
4138,33.0,96.0,0.0,0.0,0.0,172.0,117.0
4139,74.0,175.0,0.0,0.0,0.0,2.0,39.0
4140,95.0,55.0,0.0,0.0,0.0,1.0,182.0
4141,140.0,19.0,0.0,0.0,0.0,4.0,19.0
4142,78.0,56.0,0.0,0.0,0.0,18.0,12.0
4143,50.0,29.0,0.0,0.0,0.0,30.0,49.0
4144,13.0,148.0,0.0,0.0,0.0,55.0,114.0
4145,170.0,60.0,0.0,0.0,0.0,64.0,210.0
4146,44.0,109.0,0.0,0.0,0.0,70.0,13.0
4147,2.0,28.0,0.0,0.0,0.0,71.0,169.0
4148,54.0,63.0,0.0,0.0,0.0,90.0,162.0
4149,101.0,119.0,0.0,0.0,0.0,113.0,68.0
4150,90.0,7.0,0.0,0.0,0.0,140.0,194.0
4151,96.0,62.0,0.0,0.0,0.0,117.0,5.0
4152,120.0,52.0,0.0,0.0,0.0,121.0,94.0
4153,130.0,112.0,0.0,0.0,0.0,123.0,116.0
4154,107.0,17.0,0.0,0.0,0.0,125.0,53.0
4155,35.0,97.0,0.0,0.0,0.0,151.0,107.0
4156,26.0,38.0,0.0,0.0,0.0,156.0,142.0
4157,144.0,110.0,0.0,0.0,0.0,166.0,72.0
4158,45.0,9.0,0.0,0.0,0.0,168.0,62.0
4159,3.0,98.0,0.0,0.0,0.0,174.0,141.0
4160,22.0,64.0,0.0,0.0,0.0,181.0,88.0
4161,149.0,117.0,0.0,0.0,0.0,187.0,179.0
4162,47.0,46.0,0.0,0.0,0.0,200.0,78.0
4163,65.0,145.0,0.0,0.0,0.0,209.0,21.0
4164,73.0,132.0,0.0,0.0,0.0,46.0,26.0
4165,135.0,111.0,0.0,0.0,0.0,67.0,82.0
4166,61.0,131.0,0.0,0.0,0.0,76.0,158.0
4167,88.0,189.0,0.0,0.0,0.0,120.0,165.0
4168,36.0,193.0,0.0,0.0,0.0,129.0,63.0
4169,127.0,102.0,0.0,0.0,0.0,130.0,45.0
4170,123.0,105.0,0.0,0.0,0.0,66.0,111.0
4171,56.0,12.0,0.0,0.0,0.0,12.0,134.0
4172,50.0,140.0,0.0,0.0,0.0,30.0,4.0
4173,17.0,78.0,0.0,0.0,0.0,53.0,18.0
4174,9.0,90.0,0.0,0.0,0.0,62.0,140.0
4175,67.0,19.0,0.0,0.0,0.0,65.0,19.0
4176,4.0,119.0,0.0,0.0,0.0,75.0,68.0
4177,46.0,99.0,0.0,0.0,0.0,78.0,9.0
4178,64.0,163.0,0.0,0.0,0.0,88.0,160.0
4179,54.0,101.0,0.0,0.0,0.0,90.0,113.0
4180,14.0,55.0,0.0,0.0,0.0,155.0,182.0
4181,148.0,26.0,0.0,0.0,0.0,114.0,156.0
4182,120.0,2.0,0.0,0.0,0.0,121.0,71.0
4183,98.0,47.0,0.0,0.0,0.0,141.0,200.0
4184,38.0,83.0,0.0,0.0,0.0,142.0,25.0
4185,24.0,95.0,0.0,0.0,0.0,157.0,1.0
4186,7.0,147.0,0.0,0.0,0.0,194.0,112.0
4187,76.0,10.0,0.0,0.0,0.0,207.0,95.0
4188,112.0,60.0,0.0,0.0,1.0,17.0,96.0
4189,135.0,112.0,0.0,0.0,0.0,79.0,17.0
4190,135.0,60.0,0.0,0.0,0.0,79.0,96.0
4191,124.0,125.0,0.0,0.0,1.0,176.0,177.0
4192,47.0,124.0,0.0,0.0,0.0,192.0,176.0
4193,47.0,125.0,0.0,0.0,0.0,192.0,177.0
